ID,Longevity - Months,Churn,Happiness Index - Current Month,Happiness Index - Change,Support Cases - Current Month,Support Cases - Change,Support Priority - Current Month,Support Priority - Change,Logins - Change,Blogs - Change,Views - Change,Days Since Last Login - Change
2059,29,0,136,14,0,0,0,0,19,0,-158,-1
2060,26,0,81,-1,0,0,0,0,-2,0,-133,9
2061,29,0,0,0,0,0,0,0,0,0,0,31
2062,29,0,174,-12,0,-5,0,-3,-45,-2,-73,0
2063,29,0,80,-12,1,0,3,0,-11,0,-20,0
2064,27,0,151,-8,1,1,3,3,42,-1,-7,5
2065,29,0,126,20,0,0,0,0,17,0,-49,-4
2066,29,0,109,1,0,0,0,0,2,0,290,12
2067,29,0,22,-52,0,0,0,0,-10,0,-171,-32
2068,29,0,42,-22,0,0,0,0,-48,0,2,0
2069,29,0,0,-12,0,0,0,0,-2,0,0,18
2070,29,0,88,-6,0,0,0,0,4,0,0,25
2071,29,0,215,-10,1,1,3,3,-65,0,2093,0
2072,25,1,152,-14,0,0,0,0,5,-2,512,0
2073,26,0,6,6,0,0,0,0,0,0,15,31
2074,22,0,142,-13,0,0,0,0,31,0,-24,-2
2075,29,0,29,-69,0,0,0,0,0,0,19,31
2076,28,1,13,-4,0,0,0,0,0,0,-2,30
2077,28,0,31,-54,0,0,0,0,-8,0,-18,-1
2078,29,0,74,-10,0,0,0,0,-1,0,5,-113
2079,29,0,4,-25,0,0,0,0,0,0,76,31
2080,28,0,88,0,1,1,3,3,170,-1,-62,0
2081,28,1,5,-25,0,0,0,0,-1,0,0,14
2082,28,0,145,27,1,0,3,0,48,2,-1671,0
2083,21,1,5,5,0,0,0,0,2,0,-1,30
2084,14,0,125,0,1,1,3,3,15,0,-380,19
2085,29,0,101,-27,0,0,0,0,4,-1,-24,4
2086,29,0,74,-46,0,0,0,0,-3,-1,443,-6
2087,28,0,160,8,0,0,0,0,69,-1,163,0
2088,28,0,55,8,0,0,0,0,4,0,0,3
2089,29,0,182,3,0,0,0,0,69,-1,-316,1
2090,29,0,39,0,0,0,0,0,1,0,0,11
2091,29,0,67,1,0,0,0,0,11,0,-25,19
2092,28,0,65,-1,0,0,0,0,0,0,-4,31
2093,27,0,28,5,0,0,0,0,-3,0,270,4
2094,28,0,186,11,1,0,3,0,168,-1,8,0
2095,26,0,31,-26,0,0,0,0,-2,0,13,-84
2096,29,0,29,-1,0,0,0,0,18,0,-1,3
2097,28,0,37,-33,0,0,0,0,5,0,40,2
2098,28,0,75,0,0,0,0,0,-1,0,0,10
2099,28,0,126,6,0,0,0,0,26,-4,263,7
2100,29,0,124,7,0,0,0,0,13,0,-22,24
2101,16,0,225,52,1,1,3,3,62,-2,-354,-2
2102,23,0,120,-27,0,0,0,0,7,-1,158,6
2103,29,0,63,7,0,0,0,0,12,0,0,31
2104,7,0,66,-3,0,0,0,0,-5,-3,-14,5
2105,28,0,115,-37,0,0,0,0,21,-2,0,0
2106,28,0,69,-29,0,0,0,0,-4,0,-149,-29
2107,28,0,3,3,0,0,0,0,0,0,8,31
2108,25,0,215,8,1,-1,3,0,42,0,103,-1
2109,20,0,50,0,1,-1,3,0,16,0,1,20
2110,20,0,230,-19,2,-1,3,0,-28,-2,-482,-1
2111,20,0,107,10,0,-3,0,-3,0,0,191,-5
2112,20,0,129,26,0,0,0,0,-4,1,121,1
2113,19,0,224,14,2,1,3,0,63,2,467,0
2114,21,0,84,21,0,0,0,0,2,2,5,8
2115,19,0,66,9,0,0,0,0,22,0,12,0
2116,14,1,72,0,0,0,0,0,24,0,23,0
2117,20,0,44,-37,1,0,3,0,-31,0,8,1
2118,20,0,89,57,0,0,0,0,4,2,646,31
2119,20,1,0,0,0,0,0,0,0,0,0,31
2120,20,0,147,30,0,0,0,0,88,3,-24,-3
2121,21,0,60,1,0,0,0,0,0,0,61,10
2122,21,0,149,-18,0,0,0,0,2,-2,-244,1
2123,21,0,87,5,0,0,0,0,-7,0,1100,-1
2124,2,0,0,0,0,0,0,0,0,0,0,0
2125,17,0,94,-5,0,0,0,0,-5,0,-403,-4
2126,19,0,152,-3,1,1,3,3,-18,-1,-40,-1
2127,21,0,221,66,0,0,0,0,148,6,-1215,-1
2128,21,0,179,-1,1,0,3,0,35,-2,-270,-1
2129,20,0,136,-2,3,2,3,0,39,2,-45,0
2130,20,0,163,-20,0,-1,0,-3,17,-6,259,0
2131,21,0,170,0,1,1,3,3,15,-3,-46,0
2132,21,0,118,0,0,0,0,0,2,0,-320,0
2133,20,0,120,0,0,0,0,0,4,0,-250,-25
2134,21,0,76,-48,0,0,0,0,-3,-1,31,-9
2135,19,0,68,-21,1,-4,3,0,-9,0,15,1
2136,21,0,211,-6,3,1,2,0,56,5,178,3
2137,20,0,131,15,0,0,0,0,148,1,14,-9
2138,21,0,68,68,0,0,0,0,12,1,0,31
2139,7,0,1,-1,0,0,0,0,0,0,0,5
2140,21,0,138,11,0,0,0,0,80,0,690,-12
2141,21,0,205,-28,1,-1,3,0,44,0,-484,0
2142,21,0,91,2,0,0,0,0,1,3,-7,14
2143,19,0,28,-1,0,0,0,0,0,0,-11,31
2144,21,0,148,12,1,-2,0,-3,19,3,-1145,6
2145,20,0,120,-15,0,-1,0,0,-24,0,16,-2
2146,21,0,82,46,1,1,3,3,12,0,23,31
2147,21,0,0,0,0,0,0,0,0,0,45,31
2148,21,0,145,29,0,0,0,0,20,12,15,2
2149,21,0,158,30,0,0,0,0,-3,0,225,-3
2150,15,0,75,-2,0,0,0,0,3,0,-98,3
2151,21,0,34,-27,0,0,0,0,0,0,174,0
2152,19,0,155,8,0,-2,0,-3,59,10,0,0
2153,21,0,90,16,0,0,0,0,5,2,0,5
2154,21,0,7,-3,0,0,0,0,0,0,1,-33
2155,19,0,0,0,0,0,0,0,0,0,0,31
2156,18,0,20,-26,0,0,0,0,-3,0,1,24
2157,20,0,145,0,0,-1,0,-3,-8,0,-84,0
2158,21,0,150,10,0,0,0,0,21,1,-129,0
2159,21,0,48,-1,0,0,0,0,0,0,72,31
2160,21,0,193,7,0,0,0,0,39,0,198,-1
2161,20,0,118,108,6,5,3,3,113,0,0,-3
2162,21,0,126,10,0,0,0,0,25,0,187,2
2163,20,0,40,0,0,0,0,0,-27,0,0,5
2164,20,0,165,-15,4,-8,3,0,65,0,4,-2
2165,21,1,0,0,0,0,0,0,0,0,0,31
2166,19,0,116,25,0,0,0,0,8,0,-54,-27
2167,21,0,213,-1,0,-1,0,-3,-115,0,4437,0
2168,20,0,95,0,0,0,0,0,-1,0,-75,4
2169,20,0,95,0,0,0,0,0,3,0,-3,-35
2170,20,0,42,-2,0,0,0,0,13,0,0,2
2171,21,0,45,-11,0,0,0,0,-5,0,2,5
2172,19,0,88,36,0,0,0,0,33,2,25,-23
2173,21,0,66,-11,0,0,0,0,-10,0,-332,-12
2174,20,0,161,-3,0,0,0,0,11,-2,28,-1
2175,21,0,98,-1,0,-1,0,-3,7,0,171,-28
2176,20,0,158,-14,0,-1,0,-3,29,-2,-147,0
2177,20,0,253,8,3,1,3,0,23,1,914,0
2178,14,1,60,-25,0,0,0,0,0,0,-67,31
2179,12,0,62,62,0,0,0,0,73,4,-23,-2
2180,21,0,81,-1,1,1,3,3,4,0,-200,-29
2181,21,0,86,-4,0,0,0,0,-4,-5,0,-17
2182,2,0,0,0,0,0,0,0,0,0,0,0
2183,21,0,172,2,0,0,0,0,-26,2,601,0
2184,19,0,162,-12,0,0,0,0,3,-1,-181,0
2185,20,0,235,0,0,-4,0,-3,-7,0,2656,0
2186,21,0,99,-2,0,0,0,0,5,0,214,9
2187,19,0,116,-12,1,-4,3,0,7,0,53,3
2188,21,1,37,0,0,0,0,0,0,0,20,31
2189,20,0,163,10,1,1,3,3,69,0,-5,0
2190,20,0,141,0,1,-2,3,0,-28,0,407,-1
2191,14,1,100,1,0,0,0,0,7,1,0,3
2192,17,0,26,-31,0,-2,0,-3,2,0,-1801,3
2193,17,0,178,-18,0,0,0,0,12,-2,-291,-2
2194,20,0,137,21,0,0,0,0,24,5,-660,2
2195,19,0,86,40,0,-1,0,0,64,0,-2,0
2196,21,0,103,3,1,1,2,2,87,0,0,0
2197,20,0,55,0,0,0,0,0,17,0,2,11
2198,20,0,56,-50,0,0,0,0,5,-1,-93,4
2199,20,0,120,0,0,0,0,0,-4,0,0,4
2200,17,0,239,11,0,0,0,0,42,-5,402,0
2201,13,0,81,7,0,0,0,0,3,0,-732,-32
2202,20,0,154,17,5,-2,3,0,64,3,501,0
2203,19,0,129,40,0,0,0,0,11,0,97,-1
2204,19,0,80,-13,1,1,3,3,18,0,-13,-1
2205,20,0,137,-5,0,-3,0,-3,-15,0,707,0
2206,36,0,31,-1,0,0,0,0,1,0,105,-10
2207,35,0,84,-1,0,0,0,0,-26,0,2741,0
2208,36,0,160,10,0,0,0,0,38,0,107,0
2209,35,0,216,18,1,0,3,0,81,-1,207,0
2210,35,0,80,0,0,0,0,0,-1,0,0,-36
2211,36,1,80,22,0,0,0,0,8,0,21,-20
2212,35,0,41,40,1,1,3,3,2,0,7,31
2213,34,0,83,-26,0,0,0,0,-7,-1,22,-10
2214,36,0,60,10,0,0,0,0,17,0,0,7
2215,34,0,159,35,0,0,0,0,-4,1,5,3
2216,35,0,160,-5,5,0,3,0,25,1,7,-1
2217,35,0,74,34,0,0,0,0,8,0,-7,31
2218,35,0,80,66,0,0,0,0,10,0,-17,31
2219,34,0,90,-3,2,1,3,0,73,0,-147,0
2220,35,0,208,-4,0,0,0,0,32,1,-10,0
2221,35,0,122,-2,0,0,0,0,-34,0,70,0
2222,36,0,135,-16,0,-3,0,-3,95,-1,386,-1
2223,36,0,31,0,0,0,0,0,31,0,0,7
2224,35,0,125,13,0,0,0,0,1,0,-1345,-5
2225,36,0,180,-15,0,0,0,0,94,0,1911,-1
2226,35,0,213,-1,0,-1,0,-3,37,-1,-655,-1
2227,31,0,120,0,0,0,0,0,-15,0,13,-2
2228,35,0,112,24,0,0,0,0,4,0,-24,31
2229,35,0,178,36,0,0,0,0,8,2,-658,3
2230,34,0,32,-1,0,0,0,0,0,0,-13,31
2231,34,0,171,36,2,2,3,3,52,1,63,-1
2232,35,0,150,0,0,0,0,0,-2,0,-40,14
2233,35,0,150,-18,0,0,0,0,-25,-12,22,-1
2234,35,0,0,0,0,0,0,0,0,0,0,31
2235,33,0,143,-10,0,-1,0,-3,12,0,0,6
2236,35,0,201,18,0,0,0,0,16,-2,424,6
2237,32,0,183,8,0,-1,0,-3,111,1,23,0
2238,33,0,70,69,1,1,3,3,14,1,0,31
2239,35,0,0,-15,0,0,0,0,0,0,13,31
2240,35,0,80,0,1,1,3,3,6,0,-281,-28
2241,35,0,61,-71,0,0,0,0,-12,-3,46,7
2242,34,0,102,-1,0,0,0,0,15,0,-24,14
2243,35,0,16,-38,0,0,0,0,0,0,3,31
2244,35,0,5,-10,0,0,0,0,0,0,-176,-24
2245,35,0,160,11,1,0,2,0,34,0,79,3
2246,14,0,0,-23,0,0,0,0,-35,0,0,1
2247,35,0,81,-15,0,0,0,0,12,0,-53,31
2248,27,1,76,10,1,1,2,2,5,0,16,-25
2249,34,0,28,0,1,1,3,3,32,0,0,-1
2250,35,0,150,5,2,1,3,-1,-11,0,93,2
2251,35,0,33,0,0,0,0,0,2,0,0,31
2252,52,0,165,36,0,0,0,0,12,1,88,-14
2253,35,0,135,6,0,0,0,0,10,-4,948,0
2254,35,0,0,0,0,0,0,0,0,0,-5,31
2255,35,0,154,4,0,0,0,0,2,0,101,0
2256,35,0,101,1,0,0,0,0,13,0,5,-1
2257,35,0,166,-3,0,0,0,0,-12,-1,-1601,-3
2258,35,0,87,0,0,0,0,0,23,0,-31,13
2259,35,0,86,-1,0,0,0,0,-4,0,-7,0
2260,35,0,84,40,0,0,0,0,13,0,-68,16
2261,34,0,66,-40,0,0,0,0,-4,0,0,-6
2262,34,0,80,35,0,0,0,0,2,0,2,31
2263,34,0,115,-8,0,0,0,0,1,0,-177,0
2264,35,0,36,0,0,0,0,0,-17,0,0,-36
2265,35,0,67,1,0,0,0,0,-2,0,-11,2
2266,32,0,173,9,1,1,3,3,-10,-1,372,2
2267,34,0,57,-11,0,0,0,0,-5,0,0,5
2268,35,0,82,36,0,0,0,0,12,0,95,31
2269,34,0,105,-62,0,0,0,0,0,-1,8,-11
2270,33,0,81,34,0,0,0,0,20,0,-51,31
2271,33,0,93,-11,0,0,0,0,6,0,-68,-2
2272,34,0,91,-34,0,0,0,0,-7,1,40,3
2273,34,0,149,15,0,0,0,0,2,1,93,0
2274,34,0,91,0,0,0,0,0,6,0,-542,31
2275,14,0,178,7,0,-1,0,-3,40,-1,-49,0
2276,16,0,7,-3,0,0,0,0,0,0,0,31
2277,34,0,60,-9,0,0,0,0,-2,0,0,-3
2278,35,0,66,-2,0,0,0,0,0,0,106,31
2279,35,0,88,38,0,0,0,0,21,3,0,-5
2280,34,0,20,-25,0,0,0,0,-2,0,0,-103
2281,31,0,139,-27,0,0,0,0,6,-4,1725,-3
2282,34,0,273,73,2,-1,3,0,9,4,2744,0
2283,34,0,81,24,0,0,0,0,4,0,30,31
2284,34,0,125,80,0,0,0,0,21,0,-107,-2
2285,34,0,10,0,0,0,0,0,0,0,0,31
2286,34,0,227,7,5,5,3,3,11,-4,-27768,0
2287,34,0,95,0,0,0,0,0,0,0,-213,31
2288,34,0,30,-10,0,0,0,0,0,0,-1174,31
2289,32,0,160,0,0,0,0,0,26,0,74,4
2290,34,0,151,-12,2,-1,3,0,50,0,287,0
2291,32,0,69,49,0,0,0,0,18,0,-10,2
2292,34,0,162,21,2,-2,3,0,27,2,-1536,5
2293,9,0,183,-7,9,1,3,0,-87,-3,16,0
2294,28,0,31,-37,0,0,0,0,-1,0,-28,17
2295,33,1,0,0,0,0,0,0,0,0,0,31
2296,33,0,59,24,1,1,3,3,15,0,-1,24
2297,34,0,206,15,1,-4,3,0,10,1,-1118,0
2298,34,0,149,0,1,1,3,3,12,2,57,-1
2299,33,0,141,10,0,0,0,0,-2,0,2,-5
2300,34,0,56,-38,0,0,0,0,-8,0,-412,-53
2301,34,0,136,-1,0,0,0,0,5,1,-154,0
2302,33,0,138,3,3,3,3,3,40,-7,-8,-1
2303,34,0,145,-5,0,-2,0,-3,-9,0,195,5
2304,34,0,125,-36,0,0,0,0,2,-1,-266,0
2305,34,0,20,0,0,0,0,0,0,0,0,31
2306,32,0,135,15,1,1,3,3,2,0,-114,-1
2307,34,0,134,-37,0,0,0,0,3,-1,254,0
2308,34,0,118,-38,1,-1,3,0,3,-1,-27,2
2309,46,0,87,-2,0,0,0,0,13,0,0,0
2310,34,0,137,-14,1,1,3,3,-14,1,75,-1
2311,1,0,0,0,0,0,0,0,0,0,0,0
2312,34,0,97,-55,0,0,0,0,-2,-1,280,-38
2313,34,0,192,1,0,0,0,0,2,1,717,7
2314,34,0,94,-25,0,0,0,0,0,0,7,30
2315,32,1,17,0,0,0,0,0,3,0,0,13
2316,34,0,125,-77,3,-1,3,0,-63,-6,-168,0
2317,34,0,87,1,0,0,0,0,4,0,-31,1
2318,33,0,183,2,0,-2,0,-3,61,1,52,-2
2319,29,0,130,15,0,0,0,0,13,0,14,0
2320,34,0,153,6,1,1,2,2,-15,6,-17,3
2321,32,0,62,-11,0,0,0,0,0,0,0,-7
2322,34,0,193,-1,1,1,3,3,34,-2,32,0
2323,23,0,148,9,0,0,0,0,32,1,166,-1
2324,33,0,106,-10,0,-1,0,-2,-13,0,-651,4
2325,34,0,77,10,0,0,0,0,7,0,-9,27
2326,32,0,172,13,0,0,0,0,123,2,-30,0
2327,34,0,175,15,1,0,2,-1,130,0,-411,-1
2328,34,0,112,-1,1,1,2,2,20,0,5,8
2329,34,0,78,-50,0,0,0,0,42,-1,15,0
2330,33,0,95,2,0,0,0,0,3,2,0,-1
2331,28,0,87,0,0,0,0,0,2,0,-41,31
2332,34,0,32,-1,0,0,0,0,18,0,0,6
2333,33,0,89,-64,1,1,3,3,22,-3,156,2
2334,32,0,120,-14,0,-5,0,-3,5,0,-7267,0
2335,22,0,193,-13,0,-1,0,-3,14,3,75,0
2336,20,0,116,46,0,0,0,0,14,0,-10,31
2337,19,0,128,-1,0,0,0,0,-11,0,92,0
2338,20,0,180,-3,3,-2,3,0,50,0,753,0
2339,5,0,42,37,2,2,3,3,6,0,-4,15
2340,5,0,174,30,3,1,3,3,48,0,0,0
2341,17,0,184,58,2,1,4,1,153,0,-55,-2
2342,20,0,77,-26,0,0,0,0,-1,0,26,21
2343,19,1,88,0,0,0,0,0,0,0,216,31
2344,16,0,148,-33,0,0,0,0,14,-1,28,0
2345,20,0,125,-15,0,0,0,0,8,0,482,-2
2346,20,0,49,-21,0,0,0,0,-2,0,0,3
2347,19,0,172,34,1,1,3,3,42,1,593,0
2348,20,0,31,9,0,0,0,0,0,0,-26,30
2349,19,0,146,-45,0,0,0,0,-4,-3,42,0
2350,20,0,101,-15,0,0,0,0,-3,0,11,-30
2351,17,0,94,-3,0,0,0,0,21,1,0,18
2352,20,0,173,-1,2,2,3,3,21,-1,515,0
2353,20,0,183,9,3,3,3,3,37,-1,-990,3
2354,19,0,66,-15,0,0,0,0,-4,0,43,-10
2355,14,0,122,-2,0,0,0,0,8,1,-70,-1
2356,12,1,162,-18,0,0,0,0,57,1,170,-1
2357,19,0,104,10,1,1,2,2,84,0,-8,-7
2358,20,0,93,9,0,0,0,0,27,0,-274,-4
2359,20,0,72,10,1,1,3,3,7,0,15,7
2360,17,0,0,0,0,0,0,0,0,0,4,31
2361,20,0,164,-15,0,-2,0,-3,10,1,-24,0
2362,19,0,198,-2,0,0,0,0,10,4,125,-3
2363,19,0,31,1,0,0,0,0,0,0,2,31
2364,20,0,79,-1,0,0,0,0,-1,0,1647,2
2365,19,0,230,9,0,0,0,0,53,8,-865,0
2366,19,0,164,14,2,2,3,3,43,1,-323,0
2367,20,0,101,0,0,0,0,0,2,0,95,-4
2368,10,0,170,-10,4,1,3,0,8,0,434,0
2369,20,0,230,-10,0,-1,0,-3,14,-15,156,0
2370,19,1,0,0,0,0,0,0,0,0,-2,31
2371,20,0,102,36,0,0,0,0,25,2,-19,-4
2372,9,0,240,30,2,-1,3,0,135,-1,382,0
2373,20,0,146,0,1,1,3,3,0,-1,-138,3
2374,19,0,109,0,0,0,0,0,-9,0,-53,5
2375,17,0,168,-19,1,0,3,1,-7,1,-126,0
2376,20,0,85,1,0,0,0,0,4,0,2,-2
2377,20,0,88,-38,0,0,0,0,10,-1,-129,4
2378,19,0,27,-2,0,0,0,0,20,0,0,0
2379,20,0,176,-14,0,0,0,0,4,-1,59,23
2380,19,0,109,38,0,0,0,0,5,2,-4,12
2381,20,0,121,1,4,4,3,3,-8,0,85,0
2382,19,0,114,-3,0,0,0,0,-9,0,-23,-1
2383,20,0,78,-37,0,0,0,0,-3,-2,81,0
2384,19,0,191,9,2,2,3,3,87,-1,-56,-1
2385,11,0,163,-15,0,0,0,0,0,1,-42,-1
2386,20,0,150,-5,0,0,0,0,-4,-3,-195,-2
2387,20,0,136,2,2,1,3,0,8,1,-218,-3
2388,19,0,89,-7,1,1,3,3,10,0,-36,5
2389,19,0,126,9,0,-1,0,0,-2,-1,0,-6
2390,19,0,135,17,0,-1,0,-2,38,0,-259,0
2391,19,0,70,0,0,0,0,0,-2,0,137,-1
2392,20,0,215,-7,6,-2,3,0,78,-2,462,0
2393,20,0,90,-39,0,0,0,0,-5,-2,-32,2
2394,18,0,132,-2,1,-2,3,0,-11,0,193,-2
2395,18,0,110,-12,0,0,0,0,3,0,301,0
2396,20,0,174,-14,0,0,0,0,18,-2,-204,1
2397,12,0,193,-1,1,1,3,3,100,-1,865,0
2398,20,0,190,-3,0,-3,0,-3,-5,-2,425,-4
2399,19,0,85,0,0,0,0,0,0,0,0,-10
2400,19,0,55,31,0,0,0,0,-8,0,-139,-2
2401,18,0,192,17,2,1,3,-1,22,-2,-1478,3
2402,13,0,113,11,4,-2,3,0,-19,2,1,0
2403,20,0,89,37,0,0,0,0,0,1,0,-1
2404,20,0,133,-53,1,-8,3,0,-31,-4,346,-4
2405,19,0,222,-1,0,-1,0,-2,38,1,464,0
2406,20,0,180,53,0,-1,0,-3,16,3,41,1
2407,20,0,241,22,1,1,0,0,45,2,129,-2
2408,6,0,65,65,0,0,0,0,130,0,26,0
2409,6,0,0,0,0,0,0,0,6,0,0,31
2410,18,0,134,-68,0,-5,0,-3,-61,-1,83,-1
2411,20,0,170,-4,0,0,0,0,50,-1,-108,3
2412,17,1,0,-9,0,-1,0,-3,-2,0,-8,-18
2413,23,0,137,-1,1,1,3,3,5,-6,-556,0
2414,19,0,103,-19,0,0,0,0,19,-2,-3,-2
2415,20,0,127,11,3,-4,2,0,18,0,-280,-2
2416,19,0,162,1,0,0,0,0,16,2,-257,0
2417,19,0,86,-3,0,0,0,0,-3,0,31,-17
2418,19,0,212,3,5,4,3,0,8,-1,-44,0
2419,19,0,152,-5,0,0,0,0,5,0,50,-1
2420,19,0,129,5,0,0,0,0,23,0,-137,4
2421,18,0,164,-8,4,3,3,0,20,-2,-653,3
2422,10,0,215,27,2,2,3,3,197,2,-668,0
2423,6,0,36,2,1,0,3,0,-4,0,0,-3
2424,20,0,192,5,3,3,3,3,155,-5,428,0
2425,19,0,139,-1,0,0,0,0,3,2,-93,0
2426,19,0,137,2,0,0,0,0,24,2,1918,1
2427,20,0,182,16,1,1,3,3,-7,2,-11,0
2428,19,0,169,14,5,5,3,3,45,5,-140,0
2429,20,0,78,-18,0,0,0,0,14,0,133,1
2430,19,0,84,14,0,0,0,0,-2,-1,-4,-1
2431,18,0,47,-15,0,0,0,0,0,0,17,4
2432,3,0,0,0,0,0,0,0,14,0,0,0
2433,19,0,104,19,0,0,0,0,9,0,0,-1
2434,18,0,147,29,0,0,0,0,50,0,-59,-2
2435,18,0,61,-1,0,0,0,0,-17,0,1,2
2436,17,0,141,-17,0,0,0,0,8,1,78,0
2437,20,0,20,-16,0,0,0,0,-1,0,0,7
2438,20,0,214,8,1,-2,3,0,17,1,365,-21
2439,20,0,169,-17,0,0,0,0,-17,-5,-2453,-3
2440,18,0,118,21,0,0,0,0,9,0,-263,3
2441,13,0,146,-1,1,-1,3,0,19,0,-19,-1
2442,20,0,153,-11,0,0,0,0,0,0,8,2
2443,19,0,2,0,0,0,0,0,0,0,35,31
2444,19,0,109,-20,1,1,2,2,-14,0,-24,0
2445,19,0,138,13,0,0,0,0,-4,-4,-301,-1
2446,18,0,154,12,2,1,3,0,50,0,618,3
2447,19,0,118,-37,0,-1,0,-3,1,-1,-12,4
2448,19,0,96,10,0,0,0,0,10,0,-7,0
2449,19,0,83,10,0,0,0,0,10,0,-472,18
2450,19,0,159,2,4,3,3,0,14,0,40,-1
2451,18,0,112,4,2,2,3,3,24,0,85,5
2452,19,0,197,15,4,-1,3,0,45,5,3609,3
2453,18,0,96,40,6,6,3,3,4,0,45,-32
2454,20,0,0,-44,0,0,0,0,-17,0,64,-9
2455,19,0,80,10,0,0,0,0,0,0,237,18
2456,15,0,81,12,0,0,0,0,23,4,0,3
2457,19,0,131,-12,2,2,3,3,-17,-10,606,3
2458,16,0,80,-26,0,-1,0,-3,-12,0,-178,-12
2459,19,0,174,-1,1,1,0,0,77,-1,-1290,1
2460,19,0,156,-11,0,-1,0,-3,28,0,-41,5
2461,19,0,103,35,0,0,0,0,5,1,117,-18
2462,18,1,112,1,0,0,0,0,-4,0,-4076,-3
2463,19,0,144,35,0,0,0,0,1,1,1,-2
2464,18,0,51,-61,0,0,0,0,-1,-1,39,-7
2465,15,0,80,15,3,2,3,1,12,0,-4,-2
2466,19,0,190,-6,1,0,3,0,-39,0,-429,0
2467,19,0,115,0,0,0,0,0,-8,0,0,-2
2468,19,0,62,-18,0,0,0,0,-7,0,0,5
2469,19,0,163,18,1,0,3,0,90,-1,476,5
2470,19,0,194,-3,0,0,0,0,36,3,-619,3
2471,19,0,48,-47,0,0,0,0,-6,-1,-10,10
2472,19,0,220,29,3,2,3,0,230,-3,-3233,0
2473,19,0,21,-21,0,0,0,0,-4,0,-2,9
2474,19,0,132,31,0,0,0,0,89,1,-413,1
2475,19,0,104,21,0,0,0,0,7,0,-98,15
2476,19,0,86,19,0,0,0,0,30,0,19,-4
2477,19,0,35,-36,0,0,0,0,12,-1,0,2
2478,19,0,123,37,0,-2,0,-3,7,2,-88,3
2479,19,0,123,-6,0,0,0,0,-3,0,26,1
2480,19,0,21,-94,0,-1,0,-3,-9,-5,2,1
2481,19,0,165,-11,0,0,0,0,-15,1,-102,-1
2482,18,0,115,-48,0,-1,0,-3,-63,-1,-234,3
2483,19,0,185,15,0,-1,0,-3,-6,0,-40,0
2484,19,0,96,-2,1,1,2,2,3,0,24,-1
2485,13,0,108,-1,0,0,0,0,1,-4,0,-1
2486,19,0,119,24,0,0,0,0,22,-1,-171,3
2487,19,0,11,0,0,0,0,0,1,0,-12,-2
2488,18,1,103,-2,0,0,0,0,35,0,35,-3
2489,18,0,215,-11,1,-4,3,0,-18,8,2561,0
2490,19,0,81,-15,0,0,0,0,10,0,-1,0
2491,19,0,106,-1,0,0,0,0,13,-2,0,-2
2492,18,0,76,-36,0,0,0,0,2,-1,25,-5
2493,19,0,142,36,0,0,0,0,13,1,3168,-1
2494,19,0,65,-17,0,0,0,0,-2,0,-6,2
2495,16,0,156,-12,0,-2,0,-3,0,3,-296,-2
2496,19,0,67,1,0,0,0,0,1,0,2,-49
2497,17,0,201,18,2,2,3,3,45,-3,-367,-1
2498,12,0,48,10,0,0,0,0,0,0,25,31
2499,19,0,163,-22,3,3,3,3,69,-9,-10,-1
2500,18,0,0,0,0,0,0,0,2,0,-12,31
2501,19,0,113,-3,1,-1,3,0,36,5,-704,2
2502,9,0,126,0,0,0,0,0,19,0,0,0
2503,19,0,195,0,8,3,3,0,124,0,2723,0
2504,26,0,208,3,0,0,0,0,124,0,-98,0
2505,18,1,150,29,0,0,0,0,-9,3,-897,0
2506,19,0,94,-42,2,-8,3,0,5,-1,53,-3
2507,19,0,130,48,0,0,0,0,12,5,4,-1
2508,16,0,89,-12,0,0,0,0,40,0,-13,0
2509,18,0,32,-11,0,-1,0,-3,-10,0,0,2
2510,14,0,74,8,0,0,0,0,8,0,-5,3
2511,18,0,72,20,0,0,0,0,38,0,11,14
2512,18,0,143,-10,2,-3,3,0,-14,-2,-112,0
2513,17,0,0,-72,0,-4,0,-3,-20,-1,18,-11
2514,18,0,74,-9,0,-1,0,-3,11,0,-19,1
2515,14,0,216,52,3,3,3,3,39,-3,-206,3
2516,2,0,0,0,0,0,0,0,0,0,0,0
2517,10,0,0,0,0,0,0,0,0,0,0,30
2518,18,0,234,-2,1,1,2,2,48,-3,3074,0
2519,19,0,62,-15,0,0,0,0,29,0,-158,6
2520,18,1,0,-26,0,0,0,0,-2,0,5,-20
2521,19,0,121,9,0,0,0,0,15,1,16,2
2522,17,0,117,18,0,0,0,0,12,0,94,0
2523,19,0,90,-20,0,0,0,0,5,0,78,10
2524,17,0,123,26,1,1,3,3,-3,1,34,3
2525,19,0,119,10,0,0,0,0,-17,-1,-24,-1
2526,19,0,176,14,0,0,0,0,-29,-1,-65,4
2527,18,0,152,35,0,0,0,0,-22,1,-7,2
2528,18,1,30,-7,0,0,0,0,0,0,0,-10
2529,19,0,127,11,0,0,0,0,15,0,-41,-4
2530,5,0,216,131,2,1,3,3,202,0,0,0
2531,14,0,29,0,0,0,0,0,-2,0,2,-32
2532,19,0,187,-17,0,-1,0,-3,-34,-9,-110,0
2533,19,0,41,-36,0,0,0,0,-2,0,-40,-34
2534,19,0,51,0,0,0,0,0,20,0,-457,0
2535,19,0,134,-2,2,2,3,3,32,-1,-3,0
2536,11,0,36,15,0,0,0,0,-6,0,-9,0
